record_id,record_source,normalized_state,semantic_role,package,file,line,text,evidence_layer,independence_note
NEG-CANON-0011,CATALOGO_NEGATIVOS_CANON,NEGATIVO_O_LIMITACION_DECLARADA,NEGATIVO_LIMITACION_O_NO_DERIVACION_SUSTANTIVA_DECLARADA,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/08_HISTORIA_Y_EVOLUCION/00_INFORME_MAESTRO_OMEGA_0_90.md,72,"El mayor valor de esta etapa es metodológico: desarrolla control de ramas, condiciones de frontera, estabilidad, conservación y continuidad numérica. Su mayor limitación es que la interpretación ontológica se superpone a una teoría efectiva ya conocida.",DOCUMENTO_DEL_PAQUETE,OCURRENCIA; PUEDE_DUPLICAR_OTRA_FUENTE
NEG-CANON-0012,CATALOGO_NEGATIVOS_CANON,NEGATIVO_O_LIMITACION_DECLARADA,MENCION_METODOLOGICA_O_DE_INDICE,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_0/00_LEEME_FASE_0.md,71,- objetivo; - ontología; - ecuaciones; - postulados; - pruebas numéricas; - parámetros; - resultados; - residuos y controles; - limitaciones; - dependencias; - estado científico posterior.,AUDITORIA_SECUNDARIA,OCURRENCIA; PUEDE_DUPLICAR_OTRA_FUENTE
NEG-CANON-0013,CATALOGO_NEGATIVOS_CANON,NEGATIVO_O_LIMITACION_DECLARADA,NEGATIVO_LIMITACION_O_NO_DERIVACION_SUSTANTIVA_DECLARADA,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_2_DOCS_11_20/03_AUDITORIAS_DOCUMENTALES/DOC_17_AUDITORIA.md,32,Resultado negativo decisivo: no sirve para estabilidad física.,AUDITORIA_SECUNDARIA,OCURRENCIA; PUEDE_DUPLICAR_OTRA_FUENTE
NEG-CANON-0014,CATALOGO_NEGATIVOS_CANON,NEGATIVO_O_LIMITACION_DECLARADA,NEGATIVO_LIMITACION_O_NO_DERIVACION_SUSTANTIVA_DECLARADA,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_2_DOCS_11_20/03_AUDITORIAS_DOCUMENTALES/DOC_20_AUDITORIA.md,33,Resultado negativo útil: hay que reemplazar u/ν por variables regulares.,AUDITORIA_SECUNDARIA,OCURRENCIA; PUEDE_DUPLICAR_OTRA_FUENTE
NEG-CANON-0015,CATALOGO_NEGATIVOS_CANON,NEGATIVO_O_LIMITACION_DECLARADA,ENCABEZADO_O_MENCION_BREVE,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_2_DOCS_11_20/06_ESTADO_CIENTIFICO/SINTESIS_CIENTIFICA_DOCS_11_20.md,44,## Resultado negativo central,AUDITORIA_SECUNDARIA,OCURRENCIA; PUEDE_DUPLICAR_OTRA_FUENTE
NEG-CANON-0016,CATALOGO_NEGATIVOS_CANON,NEGATIVO_O_LIMITACION_DECLARADA,MENCION_METODOLOGICA_O_DE_INDICE,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/00_LEEME_FASE_4.md,5,"- 10 auditorías individuales. - 68 registros numéricos/algebraicos. - Parámetros, dependencias, correcciones y preguntas abiertas. - Registro separado de resultados negativos sobre dimensión.",AUDITORIA_SECUNDARIA,OCURRENCIA; PUEDE_DUPLICAR_OTRA_FUENTE
NEG-CANON-0017,CATALOGO_NEGATIVOS_CANON,NEGATIVO_O_LIMITACION_DECLARADA,ENCABEZADO_O_MENCION_BREVE,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/03_AUDITORIAS_DOCUMENTALES/DOC_31_AUDITORIA.md,18,## Limitación principal,AUDITORIA_SECUNDARIA,OCURRENCIA; PUEDE_DUPLICAR_OTRA_FUENTE
NEG-CANON-0018,CATALOGO_NEGATIVOS_CANON,NEGATIVO_O_LIMITACION_DECLARADA,ENCABEZADO_O_MENCION_BREVE,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/03_AUDITORIAS_DOCUMENTALES/DOC_32_AUDITORIA.md,18,## Limitación principal,AUDITORIA_SECUNDARIA,OCURRENCIA; PUEDE_DUPLICAR_OTRA_FUENTE
NEG-CANON-0019,CATALOGO_NEGATIVOS_CANON,NEGATIVO_O_LIMITACION_DECLARADA,ENCABEZADO_O_MENCION_BREVE,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/03_AUDITORIAS_DOCUMENTALES/DOC_33_AUDITORIA.md,18,## Limitación principal,AUDITORIA_SECUNDARIA,OCURRENCIA; PUEDE_DUPLICAR_OTRA_FUENTE
NEG-CANON-0020,CATALOGO_NEGATIVOS_CANON,NEGATIVO_O_LIMITACION_DECLARADA,ENCABEZADO_O_MENCION_BREVE,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/03_AUDITORIAS_DOCUMENTALES/DOC_34_AUDITORIA.md,18,## Limitación principal,AUDITORIA_SECUNDARIA,OCURRENCIA; PUEDE_DUPLICAR_OTRA_FUENTE
NEG-CANON-0021,CATALOGO_NEGATIVOS_CANON,NEGATIVO_O_LIMITACION_DECLARADA,ENCABEZADO_O_MENCION_BREVE,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/03_AUDITORIAS_DOCUMENTALES/DOC_35_AUDITORIA.md,18,## Limitación principal,AUDITORIA_SECUNDARIA,OCURRENCIA; PUEDE_DUPLICAR_OTRA_FUENTE
NEG-CANON-0022,CATALOGO_NEGATIVOS_CANON,NEGATIVO_O_LIMITACION_DECLARADA,ENCABEZADO_O_MENCION_BREVE,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/03_AUDITORIAS_DOCUMENTALES/DOC_36_AUDITORIA.md,18,## Limitación principal,AUDITORIA_SECUNDARIA,OCURRENCIA; PUEDE_DUPLICAR_OTRA_FUENTE
NEG-CANON-0023,CATALOGO_NEGATIVOS_CANON,NEGATIVO_O_LIMITACION_DECLARADA,ENCABEZADO_O_MENCION_BREVE,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/03_AUDITORIAS_DOCUMENTALES/DOC_37_AUDITORIA.md,18,## Limitación principal,AUDITORIA_SECUNDARIA,OCURRENCIA; PUEDE_DUPLICAR_OTRA_FUENTE
NEG-CANON-0024,CATALOGO_NEGATIVOS_CANON,NEGATIVO_O_LIMITACION_DECLARADA,NEGATIVO_LIMITACION_O_NO_DERIVACION_SUSTANTIVA_DECLARADA,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/03_AUDITORIAS_DOCUMENTALES/DOC_37_AUDITORIA.md,24,| test_id   | model_or_branch           | question_tested                           | numerical_result                                                                                                                | current_validity_after_doc40          | caveat                                       | |:----------|:--------------------------|:------------------------------------------|:--------------------------------------------------------------------------------------------------------------------------------|:--------------------------------------|:---------------------------------------------| | N4_045    | Cadena 1D                 | Comparar plegamientos de 512 elementos    | lambda1=3.76494348e-05; tau=26560.8237; d_espectral_mediana=1.00357; d_espectral_pico=1.21264; d_volumen=0.834604; diámetro=511 | vigente como prueba negativa          |                                              | | N4_046    | Plegamiento jerárquico    | Comparar plegamientos de 512 elementos    | lambda1=2; tau=0.5; d_espectral_mediana=4.06716; d_espectral_pico=5.00568; d_volumen=2.32039; diámetro=9                        | vigente como prueba negativa          |                                              | | N4_047    | Atajos aleatorios grado≈6 | Comparar plegamientos de 512 elementos    | lambda1=0.753950865; tau=1.32634638; d_espectral_mediana=3.35795; d_espectral_pico=4.73829; d_volumen=2.92482; diámetro=7       | vigente como prueba negativa          |                                              | | N4_048    | Retículo cúbico 8×8×8     | Comparar plegamientos de 512 elementos    | lambda1=0.152240935; tau=6.56853559; d_espectral_mediana=2.57458; d_espectral_pico=2.99874; d_volumen=1.89193; diámetro=21      | vigente como prueba negativa          |                                              | | N4_049    | mapa de fase              | ¿La eficiencia relacional selecciona d=3? | conteos: d=1: 439; d=2: 632; d=3: 412; d=4: 215; d=5: 121; d=6: 87; d=7: 57; d=8: 383                                           | resultado negativo: d=3 no es robusta | Depende de una función de costo no derivada. |,AUDITORIA_SECUNDARIA,OCURRENCIA; PUEDE_DUPLICAR_OTRA_FUENTE
NEG-CANON-0025,CATALOGO_NEGATIVOS_CANON,NEGATIVO_O_LIMITACION_DECLARADA,ENCABEZADO_O_MENCION_BREVE,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/03_AUDITORIAS_DOCUMENTALES/DOC_38_AUDITORIA.md,18,## Limitación principal,AUDITORIA_SECUNDARIA,OCURRENCIA; PUEDE_DUPLICAR_OTRA_FUENTE
NEG-CANON-0026,CATALOGO_NEGATIVOS_CANON,NEGATIVO_O_LIMITACION_DECLARADA,NEGATIVO_LIMITACION_O_NO_DERIVACION_SUSTANTIVA_DECLARADA,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/03_AUDITORIAS_DOCUMENTALES/DOC_38_AUDITORIA.md,24,| test_id   | model_or_branch        | question_tested                   | numerical_result                                                 | current_validity_after_doc40           | caveat   | |:----------|:-----------------------|:----------------------------------|:-----------------------------------------------------------------|:---------------------------------------|:---------| | N4_050    | costo de ciclos        | ¿Holonomías seleccionan d=3?      | d=3 óptima en 755 puntos (2.301%); margen mediano=0.0454651      | resultado negativo: selección estrecha |          | | N4_051    | condiciones marginales | Derivar costo de añadir dimensión | El incremento de plaquetas por dimensión añadida crece como d-1. | vigente                                |          |,AUDITORIA_SECUNDARIA,OCURRENCIA; PUEDE_DUPLICAR_OTRA_FUENTE
NEG-CANON-0027,CATALOGO_NEGATIVOS_CANON,NEGATIVO_O_LIMITACION_DECLARADA,ENCABEZADO_O_MENCION_BREVE,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/03_AUDITORIAS_DOCUMENTALES/DOC_39_AUDITORIA.md,18,## Limitación principal,AUDITORIA_SECUNDARIA,OCURRENCIA; PUEDE_DUPLICAR_OTRA_FUENTE
NEG-CANON-0028,CATALOGO_NEGATIVOS_CANON,NEGATIVO_O_LIMITACION_DECLARADA,NEGATIVO_LIMITACION_O_NO_DERIVACION_SUSTANTIVA_DECLARADA,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/03_AUDITORIAS_DOCUMENTALES/DOC_39_AUDITORIA.md,24,"| test_id   | model_or_branch   | question_tested                          | numerical_result                                                                       | current_validity_after_doc40   | caveat                                       | |:----------|:------------------|:-----------------------------------------|:---------------------------------------------------------------------------------------|:-------------------------------|:---------------------------------------------| | N4_052    | grupo S3          | Contar canales gauge-inequivalentes      | en d=8: bruto=1679616; plano=7326; canales=3536; B=8.17075; fracción física=0.00210524 | vigente: B(d) casi lineal      |                                              | | N4_053    | grupo Z2          | Contar canales gauge-inequivalentes      | en d=8: bruto=256; plano=256; canales=256; B=5.54518; fracción física=1                | vigente: B(d) casi lineal      |                                              | | N4_054    | grupo Z3          | Contar canales gauge-inequivalentes      | en d=8: bruto=6561; plano=6561; canales=6561; B=8.7889; fracción física=1              | vigente: B(d) casi lineal      |                                              | | N4_055    | fase S3           | Optimizar dimensión con canales contados | d=3 óptima en 0/161; dimensiones óptimas observadas=[1, 8]                             | resultado negativo             | La optimización favorece extremos del rango. | | N4_056    | fase Z2           | Optimizar dimensión con canales contados | d=3 óptima en 0/161; dimensiones óptimas observadas=[1, 8]                             | resultado negativo             | La optimización favorece extremos del rango. | | N4_057    | fase Z3           | Optimizar dimensión con canales contados | d=3 óptima en 0/161; dimensiones óptimas observadas=[1, 8]                             | resultado negativo             | La optimización favorece extremos del rango. |",AUDITORIA_SECUNDARIA,OCURRENCIA; PUEDE_DUPLICAR_OTRA_FUENTE
NEG-CANON-0029,CATALOGO_NEGATIVOS_CANON,NEGATIVO_O_LIMITACION_DECLARADA,ENCABEZADO_O_MENCION_BREVE,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_4_DOCS_31_40/03_AUDITORIAS_DOCUMENTALES/DOC_40_AUDITORIA.md,18,## Limitación principal,AUDITORIA_SECUNDARIA,OCURRENCIA; PUEDE_DUPLICAR_OTRA_FUENTE
NEG-CANON-0030,CATALOGO_NEGATIVOS_CANON,NEGATIVO_O_LIMITACION_DECLARADA,ENCABEZADO_O_MENCION_BREVE,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_5_DOCS_41_50/03_AUDITORIAS_DOCUMENTALES/DOC_41_AUDITORIA.md,18,## Limitación principal,AUDITORIA_SECUNDARIA,OCURRENCIA; PUEDE_DUPLICAR_OTRA_FUENTE
NEG-CANON-0031,CATALOGO_NEGATIVOS_CANON,NEGATIVO_O_LIMITACION_DECLARADA,ENCABEZADO_O_MENCION_BREVE,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_5_DOCS_41_50/03_AUDITORIAS_DOCUMENTALES/DOC_42_AUDITORIA.md,18,## Limitación principal,AUDITORIA_SECUNDARIA,OCURRENCIA; PUEDE_DUPLICAR_OTRA_FUENTE
NEG-CANON-0032,CATALOGO_NEGATIVOS_CANON,NEGATIVO_O_LIMITACION_DECLARADA,ENCABEZADO_O_MENCION_BREVE,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_5_DOCS_41_50/03_AUDITORIAS_DOCUMENTALES/DOC_43_AUDITORIA.md,18,## Limitación principal,AUDITORIA_SECUNDARIA,OCURRENCIA; PUEDE_DUPLICAR_OTRA_FUENTE
NEG-CANON-0033,CATALOGO_NEGATIVOS_CANON,NEGATIVO_O_LIMITACION_DECLARADA,ENCABEZADO_O_MENCION_BREVE,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_5_DOCS_41_50/03_AUDITORIAS_DOCUMENTALES/DOC_44_AUDITORIA.md,18,## Limitación principal,AUDITORIA_SECUNDARIA,OCURRENCIA; PUEDE_DUPLICAR_OTRA_FUENTE
NEG-CANON-0034,CATALOGO_NEGATIVOS_CANON,NEGATIVO_O_LIMITACION_DECLARADA,ENCABEZADO_O_MENCION_BREVE,GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0,90_FUENTES_INTEGRAS/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/GEOMETRY_OMEGA_TEORIA_COMPLETA_V1_0/09_AUDITORIAS_COMPLETAS/OMEGA_AUDITORIA_FASE_5_DOCS_41_50/03_AUDITORIAS_DOCUMENTALES/DOC_45_AUDITORIA.md,18,## Limitación principal,AUDITORIA_SECUNDARIA,OCURRENCIA; PUEDE_DUPLICAR_OTRA_FUENTE
